team,title,path,gp,mpg,fg_pct,fga,ft_pct,fta,three_pm,pts,reb,ast,stl,blk,tov,nine_cat_z,nine_cat_rank,nine_cat_total_z,nine_cat_total_rank,points_score,points_model_rank
DEN,Trevon Brazile,Players/DEN/Trevon Brazile,50.0,12.0,0.465,4.0,0.71,1.4,0.6,5.3,3.1,0.7,0.4,0.6,0.7,,,,,,
DEN,Tyus Jones,Players/DEN/Tyus Jones,64.0,18.0,0.43,4.5,0.8,0.5,0.8,5.0,1.4,3.4,0.7,0.1,0.5,-4.718248782227132,252,-4.168347307377028,251,14.08,253
DEN,Zeke Nnaji,Players/DEN/Zeke Nnaji,48.0,8.0,0.48,2.3,0.75,0.7,0.2,2.9,1.8,0.4,0.2,0.3,0.3,,,,,,
DET,Ausar Thompson,Players/DET/Ausar Thompson,71.0,29.0,0.53,,0.61,,0.2,11.2,6.5,3.4,2.0,1.0,1.6,2.0183878809595863,74,1.878135311296954,73,31.6,86
DET,Cade Cunningham,Players/DET/Cade Cunningham,66.0,34.0,0.462,,0.825,,2.1,24.5,5.8,9.8,1.4,0.8,3.7,6.150294661969028,13,5.517736603298263,14,50.10999999999999,6
DET,Chaz Lanier,Players/DET/Chaz Lanier,35.0,7.0,0.385,,0.82,,0.7,2.7,0.7,0.4,0.2,0.1,0.2,,,,,,
DET,Daniss Jenkins,Players/DET/Daniss Jenkins,69.0,16.0,0.41,,0.825,,0.9,7.1,1.9,3.0,0.7,0.2,1.2,-4.69138471406264,251,-4.303468888566498,255,15.829999999999998,234
DET,Duncan Robinson,Players/DET/Duncan Robinson,70.0,21.0,0.45,,0.82,,2.3,9.8,2.1,1.7,0.5,0.2,0.6,-2.77394005221526,195,-2.5629442837455327,197,17.52,217
DET,Ebuka Okorie,Players/DET/Ebuka Okorie,58.0,13.0,0.425,,0.825,,0.8,6.8,1.8,2.2,0.7,0.1,1.2,,,,,,
DET,Elijah Harkless,Players/DET/Elijah Harkless,20.0,6.0,0.41,,0.7,,0.3,2.1,1.0,0.4,0.3,0.1,0.3,,,,,,
DET,Gary Harris,Players/DET/Gary Harris,45.0,8.0,0.44,,0.85,,0.4,2.0,1.0,0.7,0.4,0.1,0.3,,,,,,
DET,Isaac Jones,Players/DET/Isaac Jones,18.0,6.0,0.58,,0.7,,0.0,2.4,1.7,0.4,0.2,0.3,0.3,,,,,,
DET,Isaiah Joe,Players/DET/Isaiah Joe,72.0,23.0,0.45,,0.88,,2.7,11.7,2.7,1.4,0.7,0.2,0.7,-0.6609854887859563,141,-0.619371542024891,141,20.390000000000004,183
DET,Jalen Duren,Players/DET/Jalen Duren,68.0,29.5,0.66,,0.755,,0.0,18.8,10.8,2.1,0.8,0.9,1.9,4.554216146437038,28,4.147259101011719,27,38.11000000000001,43
DET,Javonte Green,Players/DET/Javonte Green,55.0,9.0,0.47,,0.78,,0.4,3.2,1.5,0.4,0.6,0.2,0.3,,,,,,
DET,John Collins,Players/DET/John Collins,67.0,28.0,0.555,,0.79,,1.2,14.8,6.8,1.5,0.7,1.0,1.4,1.6152339018139403,84,1.4600438406261471,82,29.510000000000005,106
DET,Kevin Huerter,Players/DET/Kevin Huerter,67.0,18.5,0.445,,0.8,,1.5,7.8,2.5,2.1,0.8,0.2,0.8,-3.141757872084315,204,-2.8399009113937024,203,16.900000000000002,222
DET,Paul Reed,Players/DET/Paul Reed,65.0,15.0,0.6,,0.68,,0.2,7.0,4.8,1.1,0.8,0.9,0.8,-2.2407247557358962,184,-1.9949787058369024,184,18.810000000000002,205
DET,Ron Holland II,Players/DET/Ron Holland II,75.0,18.0,0.44,,0.77,,0.7,8.0,3.8,1.2,1.0,0.3,1.1,-3.71303638569048,221,-3.5510183014096706,225,17.509999999999998,218
DET,Taurean Prince,Players/DET/Taurean Prince,50.0,12.0,0.445,,0.8,,1.0,4.6,1.9,0.8,0.3,0.1,0.5,,,,,,
DET,Tolu Smith,Players/DET/Tolu Smith,30.0,7.0,0.57,,0.68,,0.0,3.0,2.5,0.5,0.1,0.3,0.4,,,,,,
DET,Ugonna Onyenso,Players/DET/Ugonna Onyenso,12.0,5.0,0.56,,0.6,,0.0,1.5,1.8,0.2,0.1,0.7,0.3,,,,,,
DET,Wendell Moore Jr,Players/DET/Wendell Moore Jr,10.0,5.0,0.44,,0.75,,0.2,1.5,0.8,0.5,0.2,0.1,0.2,,,,,,
FA,LeBron James,Players/FA/LeBron James,58.0,29.0,0.505,15.0,0.745,4.3,1.7,20.5,6.4,6.0,0.9,0.5,3.0,1.716450963916735,79,1.4435720722111687,83,39.230000000000004,37
GSW,Al Horford,Players/GSW/Al Horford,50.0,18.0,0.44,,0.82,,1.2,6.7,4.4,2.0,0.6,0.8,0.8,-2.1216683585888125,182,-1.6567446452041943,176,18.98,202
GSW,Alex Toohey,Players/GSW/Alex Toohey,,7.0,0.42,,0.72,,0.4,2.8,1.8,0.6,0.4,0.2,0.5,,,,,,
GSW,Brandin Podziemski,Players/GSW/Brandin Podziemski,76.0,32.0,0.452,,0.802,,2.3,16.1,5.8,4.5,1.1,0.2,1.9,1.4308594659899758,88,1.3775166311571698,86,32.96,79
GSW,Charles Bassey,Players/GSW/Charles Bassey,43.0,9.0,0.62,,0.7,,0.0,4.4,3.8,0.6,0.3,0.7,0.6,,,,,,
GSW,De'Anthony Melton,Players/GSW/De'Anthony Melton,62.0,27.5,0.418,,0.82,,1.9,12.9,3.8,3.1,1.6,0.4,1.8,0.7874928166681676,97,0.6847554846737646,99,27.259999999999998,130
GSW,Draymond Green,Players/GSW/Draymond Green,62.0,27.0,0.43,,0.71,,1.2,7.9,5.5,5.7,1.0,0.7,2.6,-1.7174880461352362,173,-1.4934223329535417,172,26.15,140
GSW,Gary Payton II,Players/GSW/Gary Payton II,,13.0,0.58,,0.67,,0.3,5.8,2.8,1.2,0.8,0.2,0.6,,,,,,
GSW,Graham Ike,Players/GSW/Graham Ike,,7.0,0.54,,0.76,,0.1,3.6,1.8,0.5,0.2,0.2,0.6,,,,,,
GSW,Gui Santos,Players/GSW/Gui Santos,72.0,27.0,0.48,,0.755,,1.6,13.2,5.1,2.8,0.9,0.3,1.8,-1.4803913109901392,165,-1.3871896806272122,166,26.119999999999997,141
GSW,Jimmy Butler III,Players/GSW/Jimmy Butler III,30.0,27.5,0.48,,0.835,,0.5,16.4,4.8,4.0,1.2,0.2,1.8,0.2817046674201805,110,0.17039142846690708,114,30.81,95
GSW,Kristaps Porziņģis,Players/GSW/Kristaps Porziņģis,54.0,25.5,0.452,,0.85,,2.1,18.0,6.2,2.3,0.6,1.5,1.4,3.2985965383722533,40,2.6768199021024297,46,34.839999999999996,70
GSW,Lajae Jones,Players/GSW/Lajae Jones,35.0,8.0,0.425,,0.73,,0.4,3.4,1.9,0.7,0.5,0.2,0.5,,,,,,
GSW,LJ Cryer,Players/GSW/LJ Cryer,30.0,8.0,0.41,,0.88,,1.0,4.3,0.8,0.8,0.2,0.0,0.5,,,,,,
GSW,Malevy Leons,Players/GSW/Malevy Leons,22.0,7.0,0.44,,0.78,,0.3,2.3,1.5,0.5,0.4,0.3,0.4,,,,,,
GSW,Moses Moody,Players/GSW/Moses Moody,10.0,18.0,0.43,,0.78,,1.4,7.8,2.1,1.0,0.6,0.2,0.7,,,,,,
GSW,Nate Williams,Players/GSW/Nate Williams,,7.0,0.47,,0.82,,0.4,3.2,1.0,0.4,0.2,0.0,0.5,,,,,,
GSW,Nick Boyd,Players/GSW/Nick Boyd,,6.0,0.4,,0.78,,0.3,2.2,0.8,1.0,0.3,0.0,0.5,,,,,,
GSW,Reese Dixon-Waters,Players/GSW/Reese Dixon-Waters,,5.0,0.41,,0.76,,0.3,1.8,0.7,0.3,0.2,0.1,0.3,,,,,,
GSW,Seth Curry,Players/GSW/Seth Curry,,11.0,0.475,,0.9,,1.1,6.0,1.0,0.8,0.2,0.0,0.3,,,,,,
GSW,Stephen Curry,Players/GSW/Stephen Curry,52.0,30.5,0.462,,0.92,,4.1,25.2,3.7,5.2,1.0,0.3,2.8,6.386925908670576,11,5.086120248892661,19,40.589999999999996,28
GSW,Will Richard,Players/GSW/Will Richard,67.0,16.0,0.45,,0.82,,1.0,6.3,2.2,1.1,0.9,0.1,0.7,-4.187744239521555,231,-3.785389952603523,230,13.39,256
GSW,Yaxel Lendeborg,Players/GSW/Yaxel Lendeborg,73.0,25.5,0.468,,0.78,,1.2,10.8,6.2,2.3,1.2,0.8,1.6,0.37064908376775896,104,0.34971755608416033,103,26.689999999999998,135
HOU,Aaron Holiday,Players/HOU/Aaron Holiday,50.0,13.0,0.42,,0.85,,1.1,5.0,1.0,1.1,0.4,0.1,0.6,,,,,,
HOU,Alperen Şengün,Players/HOU/Alperen Şengün,70.0,32.0,0.52,,0.705,,0.5,20.5,8.6,5.8,1.1,1.0,3.0,2.0638881129157287,72,1.9069014260288137,71,43.06999999999999,19
HOU,Amen Thompson,Players/HOU/Amen Thompson,76.0,33.0,0.545,,0.765,,0.3,18.0,7.6,4.9,1.4,0.6,2.3,3.1507121321543075,42,3.0332527164213,41,38.32,40
HOU,Bogdan Bogdanović,Players/HOU/Bogdan Bogdanović,55.0,7.0,0.41,,0.825,,0.6,2.9,1.0,0.8,0.2,0.1,0.4,,,,,,
HOU,Bruce Thornton,Players/HOU/Bruce Thornton,42.0,2.0,0.42,,0.82,,0.2,1.0,0.3,0.3,0.1,0.0,0.1,,,,,,
HOU,Clint Capela,Players/HOU/Clint Capela,62.0,4.0,0.58,,0.56,,0.0,1.2,1.5,0.2,0.1,0.3,0.2,,,,,,
HOU,Fred VanVleet,Players/HOU/Fred VanVleet,62.0,27.0,0.39,,0.815,,2.3,12.5,3.2,5.2,1.2,0.4,1.5,0.5972442637467323,102,0.5193270041761522,102,28.59,117
HOU,Isaiah Crawford,Players/HOU/Isaiah Crawford,16.0,6.0,0.42,,0.75,,0.3,2.2,1.2,0.4,0.2,0.2,0.3,,,,,,
HOU,Jabari Smith Jr,Players/HOU/Jabari Smith Jr,74.0,29.0,0.45,,0.78,,2.0,13.5,5.9,1.5,0.6,0.8,1.1,-0.43119853401532526,136,-0.40962476887368837,136,26.93,133
HOU,Jae'Sean Tate,Players/HOU/Jae'Sean Tate,40.0,9.0,0.5,,0.7,,0.2,2.7,1.7,0.5,0.3,0.1,0.3,,,,,,
HOU,JD Davison,Players/HOU/JD Davison,20.0,6.0,0.4,,0.7,,0.2,1.8,0.9,0.9,0.2,0.1,0.4,,,,,,
HOU,Jeff Green,Players/HOU/Jeff Green,30.0,6.0,0.43,,0.75,,0.3,1.8,0.8,0.3,0.1,0.1,0.2,,,,,,
HOU,Kevin Durant,Players/HOU/Kevin Durant,66.0,31.0,0.515,,0.875,,2.1,22.8,5.0,4.2,0.7,0.8,2.7,4.154448161038654,32,3.727162996988709,33,37.949999999999996,45
HOU,Marcus Smart,Players/HOU/Marcus Smart,66.0,12.0,0.39,,0.8,,0.7,4.2,1.2,1.5,0.7,0.2,0.7,,,,,,
HOU,Quadir Copeland,Players/HOU/Quadir Copeland,18.0,6.0,0.44,,0.75,,0.1,2.1,0.9,0.9,0.3,0.0,0.4,,,,,,
HOU,Reed Sheppard,Players/HOU/Reed Sheppard,78.0,26.0,0.435,,0.815,,2.9,14.5,3.0,3.7,1.5,0.6,1.6,2.711648616556176,54,2.6446839940657485,48,29.8,104
HOU,Steven Adams,Players/HOU/Steven Adams,55.0,12.0,0.54,,0.59,,0.0,3.1,4.6,0.8,0.4,0.4,0.6,,,,,,
HOU,Tari Eason,Players/HOU/Tari Eason,66.0,25.0,0.425,,0.78,,1.5,10.5,6.0,1.4,1.2,0.5,1.3,-0.703712652216654,143,-0.631335777023863,143,24.349999999999998,158
HOU,Tristen Newton,Players/HOU/Tristen Newton,12.0,6.0,0.41,,0.74,,0.4,2.7,0.8,0.6,0.2,0.1,0.4,,,,,,
IND,Aaron Nesmith,Players/IND/Aaron Nesmith,62.0,26.0,0.447,,0.835,,2.0,10.8,3.8,1.5,0.7,0.4,0.9,-1.4749059509994213,164,-1.2824878118861616,164,21.01,178
IND,Andrew Nembhard,Players/IND/Andrew Nembhard,66.0,30.0,0.462,,0.825,,1.5,14.0,3.1,5.4,0.9,0.2,1.9,-0.6942828006450747,142,-0.6228757860738497,142,27.970000000000002,126
IND,Ben Sheppard,Players/IND/Ben Sheppard,58.0,10.0,0.43,,0.8,,0.8,2.9,1.3,0.7,0.3,0.1,0.3,,,,,,
IND,Braden Smith,Players/IND/Braden Smith,18.0,6.0,0.41,,0.8,,0.3,1.8,0.6,1.3,0.3,0.0,0.5,,,,,,
IND,Ethan Thompson,Players/IND/Ethan Thompson,26.0,8.0,0.45,,0.78,,0.4,2.6,0.9,0.8,0.3,0.1,0.4,,,,,,
IND,Ivica Zubac,Players/IND/Ivica Zubac,66.0,30.0,0.615,,0.69,,0.0,14.8,11.2,2.4,0.5,1.0,1.6,1.2987223210588774,93,1.16514867697946,93,34.74,71
IND,Jarace Walker,Players/IND/Jarace Walker,72.0,22.0,0.44,,0.75,,1.4,9.0,4.4,2.0,0.7,0.4,1.3,-3.323021543180239,208,-3.1138126514120334,213,19.98,186
IND,Jay Huff,Players/IND/Jay Huff,72.0,8.0,0.48,,0.82,,0.8,3.9,1.6,0.4,0.3,0.7,0.3,,,,,,
IND,Johnny Furphy,Players/IND/Johnny Furphy,28.0,10.0,0.455,,0.74,,0.7,3.2,2.5,0.7,0.3,0.2,0.4,,,,,,
IND,Kelly Oubre Jr,Players/IND/Kelly Oubre Jr,62.0,25.0,0.455,,0.765,,1.4,11.3,4.1,1.3,1.1,0.4,1.1,-1.6474087761352014,170,-1.4324856952106246,169,22.269999999999996,170
IND,Kobe Brown,Players/IND/Kobe Brown,24.0,8.0,0.5,,0.7,,0.3,2.7,1.5,0.5,0.2,0.1,0.4,,,,,,
IND,Larry Nance Jr,Players/IND/Larry Nance Jr,42.0,8.0,0.5,,0.65,,0.3,2.1,1.8,0.7,0.4,0.2,0.4,,,,,,
IND,Obi Toppin,Players/IND/Obi Toppin,64.0,16.0,0.54,,0.75,,0.8,7.6,3.0,1.2,0.4,0.2,0.6,-4.776122022005973,254,-4.219475548878411,253,14.6,252
IND,Pascal Siakam,Players/IND/Pascal Siakam,68.0,32.0,0.505,,0.735,,1.5,21.2,6.7,3.6,1.0,0.4,1.9,1.3587766901115892,92,1.2373587052332884,91,37.690000000000005,47
IND,Quenton Jackson,Players/IND/Quenton Jackson,40.0,8.0,0.46,,0.82,,0.3,3.1,0.8,1.0,0.4,0.1,0.5,,,,,,
IND,T.J. McConnell,Players/IND/T.J. McConnell,58.0,15.0,0.53,,0.8,,0.2,7.5,2.0,4.1,0.9,0.1,0.9,-3.121013721190172,202,-2.6248394737809386,199,18.250000000000004,210
IND,Taelon Peter,Players/IND/Taelon Peter,30.0,7.0,0.43,,0.75,,0.5,2.4,0.9,0.5,0.3,0.1,0.4,,,,,,
IND,Tyrese Haliburton,Players/IND/Tyrese Haliburton,66.0,32.0,0.472,,0.854,,2.6,18.4,3.5,9.1,1.3,0.5,1.9,6.20962608579447,12,5.570965787745605,11,41.05,26
LAC,Baba Miller,Players/LAC/Baba Miller,46.0,10.0,0.5,,0.675,,0.3,4.4,3.2,1.0,0.4,0.5,0.8,,,,,,
LAC,Bennedict Mathurin,Players/LAC/Bennedict Mathurin,65.0,29.0,0.44,,0.865,,1.4,17.5,5.1,2.5,0.8,0.2,2.2,-1.2212167248813834,157,-1.087282744171814,157,28.869999999999997,110
LAC,Brook Lopez,Players/LAC/Brook Lopez,66.0,22.0,0.43,,0.77,,1.5,8.4,3.7,1.3,0.5,1.2,0.8,-2.101409581508448,180,-1.8852795197130736,183,19.84,189
LAC,Cam Christie,Players/LAC/Cam Christie,48.0,9.0,0.41,,0.77,,0.5,3.4,1.4,0.6,0.4,0.1,0.4,,,,,,
LAC,Darius Garland,Players/LAC/Darius Garland,62.0,32.0,0.455,,0.865,,2.6,19.4,2.5,7.2,1.0,0.2,2.9,1.939857801882263,75,1.686781442586544,77,35.2,65
LAC,Derrick Jones Jr,Players/LAC/Derrick Jones Jr,62.0,26.0,0.495,,0.76,,1.0,9.2,3.5,1.3,0.9,0.9,0.8,-1.4033461858471357,161,-1.2202638263045353,160,20.449999999999996,182
LAC,Isaiah Jackson,Players/LAC/Isaiah Jackson,64.0,18.0,0.62,,0.65,,0.0,7.1,5.5,0.9,0.7,1.0,1.0,-2.6476132046774365,193,-2.3390397331875548,193,19.15,200
LAC,Jordan Miller,Players/LAC/Jordan Miller,68.0,12.0,0.515,,0.78,,0.4,5.4,1.7,1.2,0.5,0.1,0.6,,,,,,
LAC,Kawhi Leonard,Players/LAC/Kawhi Leonard,60.0,32.0,0.5,,0.885,,2.4,25.8,6.2,3.8,1.6,0.5,2.0,8.702195617749059,5,7.443848757141579,5,44.44,13
LAC,Keaton Wagler,Players/LAC/Keaton Wagler,70.0,28.0,0.435,,0.81,,2.2,14.6,4.0,4.0,0.9,0.3,2.1,-0.826374115806226,146,-0.7635171548316074,147,27.999999999999996,125
LAC,Kobe Sanders,Players/LAC/Kobe Sanders,72.0,14.0,0.46,,0.82,,0.9,5.8,1.9,1.2,0.5,0.1,0.8,,,,,,
LAC,Kris Dunn,Players/LAC/Kris Dunn,72.0,22.0,0.455,,0.76,,0.8,6.3,3.0,3.8,1.4,0.2,1.3,-1.9351459236513096,177,-1.8133141122001577,180,19.499999999999996,195
LAC,Narcisse Ngoy,Players/LAC/Narcisse Ngoy,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
LAC,Nick Martinelli,Players/LAC/Nick Martinelli,28.0,9.0,0.465,,0.8,,0.4,4.2,1.9,0.6,0.3,0.1,0.4,,,,,,
LAC,Norchad Omier,Players/LAC/Norchad Omier,22.0,9.0,0.57,,0.73,,0.1,4.0,3.8,0.8,0.4,0.2,0.7,,,,,,
LAC,Rui Hachimura,Players/LAC/Rui Hachimura,65.0,23.0,0.51,,0.72,,1.5,10.3,3.2,0.8,0.6,0.3,0.7,-3.4293138668332137,212,-3.0532121905872462,209,18.09,212
LAC,Sean Pedulla,Players/LAC/Sean Pedulla,20.0,8.0,0.42,,0.835,,0.6,4.0,1.1,1.6,0.3,0.0,0.7,,,,,,
LAC,Yanic Konan Niederhauser,Players/LAC/Yanic Konan Niederhauser,40.0,12.0,0.62,,0.74,,0.0,4.8,3.4,0.4,0.2,0.8,0.7,,,,,,
LAL,Adou Thiero,Players/LAL/Adou Thiero,40.0,,0.5,1.9,0.66,0.8,0.1,2.4,1.5,0.5,0.4,0.2,0.5,,,,,,
LAL,AK Okereke,Players/LAL/AK Okereke,12.0,,0.455,1.8,0.7,0.4,0.3,2.1,1.1,0.4,0.2,0.2,0.4,,,,,,
LAL,Austin Reaves,Players/LAL/Austin Reaves,67.0,34.0,0.485,15.5,0.87,7.0,2.4,23.6,4.8,6.2,1.1,0.4,3.0,5.786785379935308,19,5.230796816183484,18,41.36,25
LAL,Bronny James,Players/LAL/Bronny James,22.0,,0.4,2.1,0.75,0.3,0.4,2.2,0.6,0.9,0.4,0.1,0.5,,,,,,
LAL,Cameron Carr,Players/LAL/Cameron Carr,64.0,8.0,0.425,3.2,0.79,0.8,0.8,4.2,1.7,0.6,0.3,0.3,0.6,,,,,,
LAL,Chris Mañon,Players/LAL/Chris Mañon,18.0,,0.43,2.2,0.7,0.5,0.3,2.4,1.4,0.5,0.7,0.3,0.4,,,,,,
LAL,Collin Sexton,Players/LAL/Collin Sexton,68.0,24.0,0.48,10.0,0.855,3.2,1.4,14.3,2.4,3.5,0.9,0.1,2.1,-1.6230050849753423,167,-1.4779760980203498,171,24.029999999999998,161
LAL,Dalton Knecht,Players/LAL/Dalton Knecht,35.0,,0.445,3.6,0.75,0.5,0.8,4.3,1.2,0.4,0.2,0.1,0.4,,,,,,
LAL,Jaden Hardy,Players/LAL/Jaden Hardy,42.0,,0.425,4.8,0.78,0.9,1.2,6.2,0.9,0.8,0.2,0.1,0.8,,,,,,
LAL,Jake LaRavia,Players/LAL/Jake LaRavia,74.0,18.0,0.465,4.8,0.78,1.2,0.9,6.3,3.1,1.3,0.8,0.3,0.8,-3.9918165746602217,224,-3.7920976366845367,231,14.919999999999998,249
LAL,Jarred Vanderbilt,Players/LAL/Jarred Vanderbilt,58.0,8.0,0.475,1.9,0.6,0.6,0.2,2.2,2.4,0.7,0.5,0.2,0.5,,,,,,
LAL,Kevon Looney,Players/LAL/Kevon Looney,58.0,14.0,0.55,2.8,0.7,0.8,0.0,3.6,5.5,1.5,0.4,0.4,0.5,,,,,,
LAL,Luka Dončić,Players/LAL/Luka Dončić,66.0,34.0,0.48,21.8,0.79,9.0,3.8,32.0,7.8,9.0,1.5,0.5,4.1,9.021058391407173,4,8.09324216521725,4,58.66,2
LAL,Peter Suder,Players/LAL/Peter Suder,15.0,,0.455,2.1,0.8,0.4,0.5,2.8,0.9,0.8,0.3,0.1,0.4,,,,,,
LAL,Quentin Grimes,Players/LAL/Quentin Grimes,72.0,30.0,0.45,10.4,0.845,3.0,2.1,14.2,3.7,3.2,1.0,0.4,1.7,0.06061459966152555,120,0.056798460327073634,120,26.990000000000002,132
LAL,Sandro Mamukelashvili,Players/LAL/Sandro Mamukelashvili,72.0,26.0,0.515,9.5,0.755,2.3,1.6,13.0,6.0,2.2,0.7,0.5,1.2,0.09725331512074942,117,0.09113049647127294,116,26.700000000000003,134
LAL,Walker Kessler,Players/LAL/Walker Kessler,65.0,30.0,0.675,7.8,0.7,3.0,0.3,12.9,11.8,2.1,0.7,2.4,1.4,7.157233817317594,7,6.372281567244536,8,38.260000000000005,41
LAL,Ziaire Williams,Players/LAL/Ziaire Williams,64.0,14.0,0.435,4.6,0.83,1.1,0.9,6.1,2.2,0.7,0.7,0.3,0.7,,,,,,
MEM,AJ Johnson,Players/MEM/AJ Johnson,20.0,8.0,0.35,3.0,0.8,0.6,0.3,3.1,1.0,1.0,0.2,0.1,0.6,,,,,,
MEM,Cam Spencer,Players/MEM/Cam Spencer,68.0,19.0,0.468,6.3,0.92,1.4,1.7,9.1,2.0,4.3,0.5,0.1,1.0,-2.2930934197778097,185,-2.0881864735567586,185,19.6,193
MEM,Cameron Boozer,Players/MEM/Cameron Boozer,72.0,30.0,0.51,14.0,0.79,4.6,1.4,18.3,8.3,3.5,1.0,0.6,2.4,2.8767453160150582,49,2.695632827984991,45,36.61000000000001,55
MEM,Carson Cooper,Players/MEM/Carson Cooper,18.0,8.0,0.59,2.0,0.74,0.8,0.0,2.8,2.3,0.3,0.1,0.4,0.4,,,,,,
MEM,Cedric Coward,Players/MEM/Cedric Coward,70.0,30.0,0.47,12.0,0.845,3.2,1.8,15.6,6.3,3.3,0.8,0.5,1.9,1.0168539013208866,95,0.9395083688681214,94,31.009999999999998,93
MEM,D'Angelo Russell,Players/MEM/D'Angelo Russell,40.0,15.0,0.41,7.0,0.76,1.8,1.0,8.0,1.8,3.3,0.4,0.1,1.5,-6.972915323795069,262,-4.870095311974414,260,15.61,237
MEM,GG Jackson,Players/MEM/GG Jackson,56.0,9.0,0.455,4.2,0.74,1.2,0.6,5.0,1.8,0.6,0.3,0.3,0.7,,,,,,
MEM,Isaiah Stewart,Players/MEM/Isaiah Stewart,64.0,18.0,0.545,5.7,0.75,1.8,0.5,8.0,4.6,0.9,0.3,1.2,0.9,-2.588323099106736,191,-2.286659758473065,189,18.72,207
MEM,Jahmai Mashack,Players/MEM/Jahmai Mashack,28.0,12.0,0.41,3.5,0.6,0.7,0.3,3.4,1.7,1.4,0.8,0.3,0.9,,,,,,
MEM,Javon Small,Players/MEM/Javon Small,30.0,14.0,0.445,5.0,0.82,1.2,1.0,6.4,2.1,2.6,0.6,0.1,1.0,,,,,,
MEM,Jaylen Wells,Players/MEM/Jaylen Wells,72.0,26.0,0.432,10.0,0.79,2.2,1.9,12.5,3.3,1.7,0.9,0.1,1.1,-2.865221025037844,197,-2.684834076734928,200,21.86,174
MEM,Jerami Grant,Players/MEM/Jerami Grant,60.0,20.0,0.445,8.8,0.815,3.6,1.7,13.3,2.8,1.5,0.5,0.4,1.4,-3.396368394760175,211,-2.9052498662021593,207,21.060000000000002,177
MEM,Karim Lopez,Players/MEM/Karim Lopez,35.0,10.0,0.44,4.0,0.72,1.0,0.4,4.3,2.2,0.6,0.3,0.4,0.6,,,,,,
MEM,Kentavious Caldwell-Pope,Players/MEM/Kentavious Caldwell-Pope,45.0,12.0,0.415,4.2,0.88,0.8,0.7,4.2,1.5,1.4,0.5,0.1,0.7,,,,,,
MEM,Kris Murray,Players/MEM/Kris Murray,30.0,10.0,0.45,2.4,0.68,0.5,0.3,2.8,1.7,0.6,0.5,0.2,0.4,,,,,,
MEM,Olivier-Maxence Prosper,Players/MEM/Olivier-Maxence Prosper,58.0,7.0,0.52,2.5,0.74,0.8,0.4,3.4,1.3,0.4,0.3,0.1,0.4,,,,,,
MEM,Quinten Post,Players/MEM/Quinten Post,64.0,9.0,0.445,3.4,0.79,0.4,0.7,3.9,2.1,0.7,0.2,0.3,0.5,,,,,,
MEM,Richie Saunders,Players/MEM/Richie Saunders,20.0,10.0,0.42,3.6,0.8,0.8,0.8,4.1,1.5,0.6,0.5,0.1,0.5,,,,,,
MEM,Scotty Pippen Jr,Players/MEM/Scotty Pippen Jr,55.0,17.0,0.455,7.0,0.76,1.8,0.7,8.8,2.1,3.9,1.3,0.3,2.0,-3.1881803890000646,205,-2.611062723098453,198,20.32,184
MEM,Taj Gibson,Players/MEM/Taj Gibson,8.0,6.0,0.5,1.5,0.75,0.4,0.0,1.7,1.8,0.3,0.1,0.2,0.2,,,,,,
MEM,Taylor Hendricks,Players/MEM/Taylor Hendricks,55.0,5.0,0.455,2.0,0.7,0.4,0.4,2.2,1.2,0.3,0.2,0.2,0.3,,,,,,
MEM,Ty Jerome,Players/MEM/Ty Jerome,58.0,24.0,0.475,11.8,0.875,3.0,2.3,15.9,2.7,5.4,1.0,0.2,1.8,1.795965993855924,78,1.5104459176948295,80,30.19,101
MEM,Walter Clayton Jr,Players/MEM/Walter Clayton Jr,50.0,16.0,0.395,5.4,0.88,1.4,0.9,6.4,1.7,3.4,0.5,0.2,1.4,-5.797136334682418,260,-4.526802947842392,256,14.69,251
MEM,Zach Edey,Players/MEM/Zach Edey,57.0,26.0,0.61,8.8,0.735,2.8,0.1,13.5,10.5,1.2,0.5,1.8,2.1,2.720213943539814,53,2.2679504614051984,60,32.75,80
MIA,Andrew Wiggins,Players/MIA/Andrew Wiggins,68.0,31.0,0.48,,0.79,,2.1,15.3,4.6,2.4,1.0,0.8,1.4,1.4616053887519298,86,1.3309988054325246,87,29.470000000000002,108
MIA,Bam Adebayo,Players/MIA/Bam Adebayo,72.0,34.0,0.49,,0.79,,1.0,18.2,9.0,4.0,1.2,0.8,2.0,3.5574018744466485,39,3.3334369996914703,37,39.5,35
MIA,Bobby Portis,Players/MIA/Bobby Portis,68.0,22.0,0.495,,0.73,,1.6,11.2,5.8,1.3,0.5,0.2,0.8,-2.5764155748563864,189,-2.3461914404679454,194,22.21,171
MIA,Davion Mitchell,Players/MIA/Davion Mitchell,72.0,29.0,0.475,,0.67,,1.3,9.4,2.8,6.3,1.1,0.2,1.6,-1.7472544308683329,174,-1.6372517846714576,175,25.16,151
MIA,Dru Smith,Players/MIA/Dru Smith,66.0,12.0,0.42,,0.82,,0.4,4.2,1.8,2.0,1.0,0.2,0.7,,,,,,
MIA,Giannis Antetokounmpo,Players/MIA/Giannis Antetokounmpo,60.0,34.0,0.605,,0.665,,0.7,28.2,10.7,6.3,1.1,0.9,3.5,5.509774441072736,21,4.713055121589939,23,53.339999999999996,4
